AT5G52040.1 AT5G52040.1 | Symbols: ATRSP41, RS41, At-RS41 | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:21131081-21133318 FORWARD LENGTH=356
AT1G67700.1 AT1G67700.1 | Symbols: | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 49 Blast hits to 49 proteins in 20 species: Archae - 0; Bacteria
AT5G15230.1 AT5G15230.1 | Symbols: GASA4 | GAST1 protein homolog 4 | chr5:4945017-4946025 FORWARD LENGTH=106
AT5G64200.1 AT5G64200.1 | Symbols: ATSC35, SC35, At-SC35 | ortholog of human splicing factor SC35 | chr5:25681849-25683553 REVERSE LENGTH=303
AT5G59460.1 AT5G59460.1 | Symbols: | scarecrow-like transcription factor 11 (SCL11) | chr5:23976968-23978291 REVERSE LENGTH=172
AT3G18580.1 AT3G18580.1 | Symbols: | Nucleic acid-binding, OB-fold-like protein | chr3:6396940-6398068 REVERSE LENGTH=217
AT4G27440.1 AT4G27440.1 | Symbols: PORB | protochlorophyllide oxidoreductase B | chr4:13725648-13727107 FORWARD LENGTH=401
AT3G20250.1 AT3G20250.1 | Symbols: APUM5, PUM5 | pumilio 5 | chr3:7059098-7062660 REVERSE LENGTH=961
AT3G15950.1 AT3G15950.1 | Symbols: NAI2 | DNA topoisomerase-related | chr3:5397783-5402610 REVERSE LENGTH=772
AT4G27090.1 AT4G27090.1 | Symbols: | Ribosomal protein L14 | chr4:13594104-13595187 REVERSE LENGTH=134
AT4G10340.1 AT4G10340.1 | Symbols: LHCB5 | light harvesting complex of photosystem II 5 | chr4:6408200-6409496 FORWARD LENGTH=280
AT1G01300.1 AT1G01300.1 | Symbols: | Eukaryotic aspartyl protease family protein | chr1:117065-118522 FORWARD LENGTH=485
AT5G20630.1 AT5G20630.1 | Symbols: GLP3, GLP3A, GLP3B, ATGER3, GER3 | germin 3 | chr5:6975315-6975950 REVERSE LENGTH=211
AT5G37720.1 AT5G37720.1 | Symbols: ALY4 | ALWAYS EARLY 4 | chr5:14981805-14983978 REVERSE LENGTH=288
AT3G21055.1 AT3G21055.1 | Symbols: PSBTN | photosystem II subunit T | chr3:7376761-7377072 REVERSE LENGTH=103
AT3G48930.1 AT3G48930.1 | Symbols: EMB1080 | Nucleic acid-binding, OB-fold-like protein | chr3:18141017-18142189 REVERSE LENGTH=160
AT3G07170.1 AT3G07170.1 | Symbols: | Sterile alpha motif (SAM) domain-containing protein | chr3:2280428-2282097 FORWARD LENGTH=203
AT3G07810.1 AT3G07810.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr3:2492875-2495052 FORWARD LENGTH=494
AT2G23390.1 AT2G23390.1 | Symbols: | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF482 (InterPro:IPR007434), Acyl-CoA N-acyltransferase (InterPro:IPR016181); Has 2165 Blast hits to 2163 proteins in 543 species: Archae - 0; Bacteria - 1044; Metazoa - 0; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 10
AT3G60770.1 AT3G60770.1 | Symbols: | Ribosomal protein S13/S15 | chr3:22460525-22461656 REVERSE LENGTH=151
AT1G20620.1 AT1G20620.1 | Symbols: CAT3, SEN2, ATCAT3 | catalase 3 | chr1:7143142-7146193 FORWARD LENGTH=492
AT1G15270.1 AT1G15270.1 | Symbols: | Translation machinery associated TMA7 | chr1:5250833-5252020 REVERSE LENGTH=64
AT1G45000.1 AT1G45000.1 | Symbols: | AAA-type ATPase family protein | chr1:17009220-17011607 FORWARD LENGTH=399
AT1G06680.1 AT1G06680.1 | Symbols: PSBP-1, OEE2, PSII-P, OE23 | photosystem II subunit P-1 | chr1:2047940-2049186 FORWARD LENGTH=263
AT1G05190.1 AT1G05190.1 | Symbols: emb2394 | Ribosomal protein L6 family | chr1:1502515-1503738 REVERSE LENGTH=223
AT5G62640.1 AT5G62640.1 | Symbols: ELF5 | proline-rich family protein | chr5:25149584-25152351 REVERSE LENGTH=520
AT1G08880.1 AT1G08880.1 | Symbols: HTA5, H2AXA, G-H2AX, GAMMA-H2AX | Histone superfamily protein | chr1:2847144-2847676 REVERSE LENGTH=142
AT2G38810.1 AT2G38810.1 | Symbols: HTA8 | histone H2A 8 | chr2:16219444-16220679 REVERSE LENGTH=136
ATCG00470.1 ATCG00470.1 | Symbols: ATPE | ATP synthase epsilon chain | chrC:52265-52663 REVERSE LENGTH=132
AT3G50820.1 AT3G50820.1 | Symbols: PSBO2, PSBO-2, OEC33 | photosystem II subunit O-2 | chr3:18891008-18892311 REVERSE LENGTH=331
AT1G22780.1 AT1G22780.1 | Symbols: PFL, RPS18A, PFL1 | Ribosomal protein S13/S18 family | chr1:8067990-8069163 FORWARD LENGTH=152
AT2G25670.1 AT2G25670.1 | Symbols: | BEST Arabidopsis thaliana protein match is: copper ion binding (TAIR:AT4G32610.1); Has 43784 Blast hits to 26928 proteins in 1799 species: Archae - 86; Bacteria - 6347; Metazoa - 15971; Fungi - 5398; Plants - 1931; Viruses - 259; Other Eukaryotes - 13792 (source: NCBI BLink). | chr2:109
AT2G17360.1 AT2G17360.1 | Symbols: | Ribosomal protein S4 (RPS4A) family protein | chr2:7546598-7548138 FORWARD LENGTH=261
AT5G10940.1 AT5G10940.1 | Symbols: | transducin family protein / WD-40 repeat family protein | chr5:3448890-3454127 REVERSE LENGTH=757
AT2G07698.1 AT2G07698.1 | Symbols: | ATPase, F1 complex, alpha subunit protein | chr2:3361474-3364028 FORWARD LENGTH=777
AT3G63490.1 AT3G63490.1 | Symbols: | Ribosomal protein L1p/L10e family | chr3:23444269-23446020 FORWARD LENGTH=346
AT1G11540.1 AT1G11540.1 | Symbols: | Sulfite exporter TauE/SafE family protein | chr1:3875476-3876973 REVERSE LENGTH=367
AT3G43980.1 AT3G43980.1 | Symbols: | Ribosomal protein S14p/S29e family protein | chr3:15778555-15779235 REVERSE LENGTH=56
AT4G31700.1 AT4G31700.1 | Symbols: RPS6, RPS6A | ribosomal protein S6 | chr4:15346306-15347714 REVERSE LENGTH=250
AT4G35100.1 AT4G35100.1 | Symbols: PIP3, PIP3A, PIP2;7, SIMIP | plasma membrane intrinsic protein 3 | chr4:16708672-16709958 FORWARD LENGTH=280
AT4G09060.1 AT4G09060.1 | Symbols: | unknown protein; LOCATED IN: membrane; EXPRESSED IN: leaf; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G14680.1); Has 8168 Blast hits to 6036 proteins in 601 species: Archae - 151; Bacteria - 570; Metazoa - 4684; Fungi - 544; Plants - 345; Viruses - 91; Other Eu
AT4G27500.1 AT4G27500.1 | Symbols: PPI1 | proton pump interactor 1 | chr4:13743614-13745900 FORWARD LENGTH=612
AT3G51600.1 AT3G51600.1 | Symbols: LTP5 | lipid transfer protein 5 | chr3:19138661-19139124 REVERSE LENGTH=118
AT3G05130.1 AT3G05130.1 | Symbols: | BEST Arabidopsis thaliana protein match is: Prefoldin chaperone subunit family protein (TAIR:AT5G27330.1); Has 171032 Blast hits to 82560 proteins in 3364 species: Archae - 2835; Bacteria - 33550; Metazoa - 71995; Fungi - 13365; Plants - 9598; Viruses - 592; Other Eukaryotes - 39097 (so
AT2G33800.1 AT2G33800.1 | Symbols: | Ribosomal protein S5 family protein | chr2:14300925-14302352 REVERSE LENGTH=303
AT5G54890.1 AT5G54890.1 | Symbols: | RNA-binding CRS1 / YhbY (CRM) domain-containing protein | chr5:22293346-22294909 FORWARD LENGTH=358
AT1G71050.1 AT1G71050.1 | Symbols: HIPP20 | Heavy metal transport/detoxification superfamily protein | chr1:26803322-26803946 REVERSE LENGTH=152
AT3G53420.1 AT3G53420.1 | Symbols: PIP2A, PIP2, PIP2;1 | plasma membrane intrinsic protein 2A | chr3:19803906-19805454 REVERSE LENGTH=287
AT5G22840.1 AT5G22840.1 | Symbols: | Protein kinase superfamily protein | chr5:7631103-7633103 REVERSE LENGTH=538
AT1G67230.1 AT1G67230.1 | Symbols: LINC1 | little nuclei1 | chr1:25151561-25156032 REVERSE LENGTH=1132
AT1G09770.1 AT1G09770.1 | Symbols: ATCDC5, CDC5, ATMYBCDC5 | cell division cycle 5 | chr1:3162002-3165122 FORWARD LENGTH=844
AT1G26630.1 AT1G26630.1 | Symbols: FBR12, ATELF5A-2, ELF5A-2 | Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein | chr1:9205968-9207098 FORWARD LENGTH=159
AT3G02170.1 AT3G02170.1 | Symbols: LNG2 | longifolia2 | chr3:396208-399393 REVERSE LENGTH=905
AT1G06560.1 AT1G06560.1 | Symbols: | NOL1/NOP2/sun family protein | chr1:2007660-2011824 FORWARD LENGTH=599
AT4G04614.1 AT4G04614.1 | Symbols: | unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr4:2327308-2327914 REVERSE LENGTH=176
AT5G19990.1 AT5G19990.1 | Symbols: RPT6A, ATSUG1 | regulatory particle triple-A ATPase 6A | chr5:6752144-6754918 FORWARD LENGTH=419
AT1G24160.1 AT1G24160.1 | Symbols: | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G70100.3); Has 5230 Blast hits to 4162 proteins in 477 species: Archae - 30; Bacteria - 540; Metazoa - 2022; Fungi - 429; Plants - 280; Viruses - 32; Other Eukaryotes - 1897 (source: NCBI BLink). | chr
AT5G41990.1 AT5G41990.1 | Symbols: WNK8, ATWNK8 | with no lysine (K) kinase 8 | chr5:16795085-16797562 REVERSE LENGTH=563
AT5G44500.1 AT5G44500.1 | Symbols: | Small nuclear ribonucleoprotein family protein | chr5:17927505-17928269 FORWARD LENGTH=254
AT1G54270.1 AT1G54270.1 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412
AT1G30420.1 AT1G30420.1 | Symbols: ATMRP12, MRP12, ABCC11 | multidrug resistance-associated protein 12 | chr1:10748816-10756316 FORWARD LENGTH=1495
AT1G72090.1 AT1G72090.1 | Symbols: | Methylthiotransferase | chr1:27123617-27126767 FORWARD LENGTH=601
AT1G01490.1 AT1G01490.1 | Symbols: | Heavy metal transport/detoxification superfamily protein | chr1:180401-182066 REVERSE LENGTH=177
AT4G14300.1 AT4G14300.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr4:8231179-8232785 FORWARD LENGTH=411
AT5G51730.1 AT5G51730.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:21011418-21013365 FORWARD LENGTH=317
AT3G12810.1 AT3G12810.1 | Symbols: PIE1, SRCAP, chr13 | SNF2 domain-containing protein / helicase domain-containing protein | chr3:4065636-4073992 FORWARD LENGTH=2055
AT4G16630.1 AT4G16630.1 | Symbols: | DEA(D/H)-box RNA helicase family protein | chr4:9362176-9366449 REVERSE LENGTH=789
AT5G44700.1 AT5G44700.1 | Symbols: EDA23, GSO2 | Leucine-rich repeat transmembrane protein kinase | chr5:18033049-18036894 REVERSE LENGTH=1252
AT1G77620.1 AT1G77620.1 | Symbols: | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:29167934-29172867 REVERSE LENGTH=1151
AT5G16760.1 AT5G16760.1 | Symbols: | Inositol 1,3,4-trisphosphate 5/6-kinase family protein | chr5:5509890-5510849 FORWARD LENGTH=319
AT2G26780.1 AT2G26780.1 | Symbols: | ARM repeat superfamily protein | chr2:11410125-11423598 FORWARD LENGTH=1826
AT1G62180.1 AT1G62180.1 | Symbols: APR2, APSR, PRH43, PRH, ATAPR2 | 5'adenylylphosphosulfate reductase 2 | chr1:22975794-22977465 REVERSE LENGTH=454
AT4G10840.1 AT4G10840.1 | Symbols: | Tetratricopeptide repeat (TPR)-like superfamily protein | chr4:6656614-6659033 FORWARD LENGTH=609
AT3G17490.1 AT3G17490.1 | Symbols: | F-box and associated interaction domains-containing protein | chr3:5984827-5985993 FORWARD LENGTH=388
AT3G24780.1 AT3G24780.1 | Symbols: | Uncharacterised conserved protein UCP015417, vWA | chr3:9049446-9051593 FORWARD LENGTH=715
AT3G56720.2 AT3G56720.2 | Symbols: | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages. | chr3:21011354-21013264 FORWARD LENGTH=387
AT5G64950.1 AT5G64950.1 | Symbols: | Mitochondrial transcription termination factor family protein | chr5:25953887-25955062 FORWARD LENGTH=391
AT2G28000.1 AT2G28000.1 | Symbols: CPN60A, CH-CPN60A, SLP | chaperonin-60alpha | chr2:11926603-11929184 FORWARD LENGTH=586
AT5G23420.1 AT5G23420.1 | Symbols: HMGB6 | high-mobility group box 6 | chr5:7888712-7890111 REVERSE LENGTH=241
AT2G40650.1 AT2G40650.1 | Symbols: | PRP38 family protein | chr2:16963588-16965596 REVERSE LENGTH=355
AT5G62340.1 AT5G62340.1 | Symbols: | Plant invertase/pectin methylesterase inhibitor superfamily protein | chr5:25033602-25034222 FORWARD LENGTH=206
AT1G27400.1 AT1G27400.1 | Symbols: | Ribosomal protein L22p/L17e family protein | chr1:9515230-9516725 FORWARD LENGTH=176
AT5G57120.1 AT5G57120.1 | Symbols: | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleolus; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: LisH dimerisation motif (InterPro:IPR006594), SRP40, C-terminal (InterPro:IPR00771
AT3G47120.1 AT3G47120.1 | Symbols: | RNA recognition motif (RRM)-containing protein | chr3:17351334-17352769 REVERSE LENGTH=352
AT5G01020.1 AT5G01020.1 | Symbols: | Protein kinase superfamily protein | chr5:6309-8270 REVERSE LENGTH=410
AT2G29810.1 AT2G29810.1 | Symbols: | Galactose oxidase/kelch repeat superfamily protein | chr2:12726102-12727253 REVERSE LENGTH=383
AT5G21950.1 AT5G21950.1 | Symbols: | alpha/beta-Hydrolases superfamily protein | chr5:7254067-7255866 REVERSE LENGTH=308
AT1G50300.1 AT1G50300.1 | Symbols: TAF15 | TBP-associated factor 15 | chr1:18628818-18631662 REVERSE LENGTH=372
AT1G69200.1 AT1G69200.1 | Symbols: FLN2 | fructokinase-like 2 | chr1:26016018-26018365 FORWARD LENGTH=616
AT5G01590.1 AT5G01590.1 | Symbols: | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 60 Blast hits to 59 proteins in 31 species: Archae - 0; Bacteria
AT1G79410.1 AT1G79410.1 | Symbols: AtOCT5, 5-Oct | organic cation/carnitine transporter5 | chr1:29868037-29869584 REVERSE LENGTH=515
AT1G03050.1 AT1G03050.1 | Symbols: | ENTH/ANTH/VHS superfamily protein | chr1:707726-709860 FORWARD LENGTH=599
AT2G41460.1 AT2G41460.1 | Symbols: ARP | apurinic endonuclease-redox protein | chr2:17285731-17288769 FORWARD LENGTH=536
AT3G14415.1 AT3G14415.1 | Symbols: | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367
AT4G21710.1 AT4G21710.1 | Symbols: NRPB2, EMB1989, RPB2 | DNA-directed RNA polymerase family protein | chr4:11535684-11542200 REVERSE LENGTH=1188
AT1G58120.1 AT1G58120.1 | Symbols: | BEST Arabidopsis thaliana protein match is: methyltransferases (TAIR:AT5G01710.1); Has 93 Blast hits to 93 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 92; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:21520962-21522224 FORWARD LENG
AT5G50170.1 AT5G50170.1 | Symbols: | C2 calcium/lipid-binding and GRAM domain containing protein | chr5:20421150-20425524 FORWARD LENGTH=1027
AT2G02440.1 AT2G02440.1 | Symbols: | unknown protein; Has 3 Blast hits to 3 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr2:638012-639305 FORWARD LENGTH=138
AT3G16640.1 AT3G16640.1 | Symbols: TCTP | translationally controlled tumor protein | chr3:5669709-5670729 REVERSE LENGTH=168
AT1G74710.1 AT1G74710.1 | Symbols: EDS16, ICS1, SID2, ATICS1 | ADC synthase superfamily protein | chr1:28070391-28073898 FORWARD LENGTH=569
AT1G12360.1 AT1G12360.1 | Symbols: KEU | Sec1/munc18-like (SM) proteins superfamily | chr1:4201172-4206144 FORWARD LENGTH=666
AT2G43550.1 AT2G43550.1 | Symbols: | Scorpion toxin-like knottin superfamily protein | chr2:18073263-18073651 FORWARD LENGTH=103
AT4G10480.1 AT4G10480.1 | Symbols: | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr4:6478089-6479079 REVERSE LENGTH=212
ATCG00800.1 ATCG00800.1 | Symbols: | structural constituent of ribosome | chrC:82826-83482 REVERSE LENGTH=218
AT1G18620.1 AT1G18620.1 | Symbols: | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G74160.1); Has 1987 Blast hits to 1263 proteins in 207 species: Archae - 0; Bacteria - 172; Metazoa - 665; Fungi - 149; Plants - 271; Viruses - 6; Other Eukaryotes - 724 (source: NCBI BLink). | chr1:64
AT2G26140.1 AT2G26140.1 | Symbols: ftsh4 | FTSH protease 4 | chr2:11131939-11135126 REVERSE LENGTH=717
AT4G30500.1 AT4G30500.1 | Symbols: | Protein of unknown function (DUF788) | chr4:14903558-14904764 FORWARD LENGTH=173
AT5G18490.1 AT5G18490.1 | Symbols: | Plant protein of unknown function (DUF946) | chr5:6134275-6136554 REVERSE LENGTH=553
AT2G22270.1 AT2G22270.1 | Symbols: | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G39860.2); Has 247 Blast hits to 231 proteins in 42 species: Archae - 0; Bacteria - 17; Metazoa - 14; Fungi - 5; Plants - 145; Viruses - 0; Other Eukaryotes - 66 (source: NCBI BLink). | chr2:9463765-94
AT4G23650.1 AT4G23650.1 | Symbols: CDPK6, CPK3 | calcium-dependent protein kinase 6 | chr4:12324967-12327415 REVERSE LENGTH=529
AT4G13850.1 AT4G13850.1 | Symbols: ATGRP2, GR-RBP2, GRP2 | glycine-rich RNA-binding protein 2 | chr4:8021314-8022065 FORWARD LENGTH=158
AT1G50240.2 AT1G50240.2 | Symbols: FU | Protein kinase family protein with ARM repeat domain | chr1:18607063-18614094 FORWARD LENGTH=1322
AT1G04780.1 AT1G04780.1 | Symbols: | Ankyrin repeat family protein | chr1:1340891-1342965 REVERSE LENGTH=664
AT2G37220.1 AT2G37220.1 | Symbols: | RNA-binding (RRM/RBD/RNP motifs) family protein | chr2:15634980-15636331 REVERSE LENGTH=289
AT4G14350.1 AT4G14350.1 | Symbols: | AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein | chr4:8256449-8259934 REVERSE LENGTH=551
AT1G70710.1 AT1G70710.1 | Symbols: ATGH9B1, CEL1, GH9B1 | glycosyl hydrolase 9B1 | chr1:26659356-26662962 REVERSE LENGTH=492
AT5G44390.1 AT5G44390.1 | Symbols: | FAD-binding Berberine family protein | chr5:17882329-17884906 REVERSE LENGTH=542
AT5G10320.1 AT5G10320.1 | Symbols: | unknown protein; Has 54 Blast hits to 53 proteins in 19 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr5:3244180-3246603 REVERSE LENGTH=403
AT1G21440.1 AT1G21440.1 | Symbols: | Phosphoenolpyruvate carboxylase family protein | chr1:7502325-7504103 REVERSE LENGTH=336
AT3G47470.1 AT3G47470.1 | Symbols: LHCA4, CAB4 | light-harvesting chlorophyll-protein complex I subunit A4 | chr3:17493622-17494773 REVERSE LENGTH=251
AT5G46650.1 AT5G46650.1 | Symbols: | RING/U-box superfamily protein | chr5:18930443-18931312 FORWARD LENGTH=289
AT1G57610.1 AT1G57610.1 | Symbols: | Protein of unknown function (DUF607) | chr1:21337449-21338412 REVERSE LENGTH=293
AT1G75890.1 AT1G75890.1 | Symbols: | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:28493051-28495047 FORWARD LENGTH=379
AT1G12800.1 AT1G12800.1 | Symbols: | Nucleic acid-binding, OB-fold-like protein | chr1:4361778-4365189 REVERSE LENGTH=767
AT1G23410.1 AT1G23410.1 | Symbols: | Ribosomal protein S27a / Ubiquitin family protein | chr1:8314940-8315410 FORWARD LENGTH=156
AT5G08610.1 AT5G08610.1 | Symbols: | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:2790341-2794059 FORWARD LENGTH=850
AT5G51850.1 AT5G51850.1 | Symbols: | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G62170.1); Has 384 Blast hits to 375 proteins in 79 species: Archae - 0; Bacteria - 14; Metazoa - 135; Fungi - 31; Plants - 92; Viruses - 0; Other Eukaryotes - 112 (source: NCBI BLink). | chr5:21079419
